cell_id,sheet_row,col,seq_in_row,words,node,run_id,voice,about,discipline,work_order,confidence,reason,src,pass
r471c7,472,7,4,16,III.2.I,1096,Loughran,Godel,,0,med,Godel theorem opens infinite mathematical structure for consciousness to explore,out_batch_07.psv,
r471c8,472,8,5,43,III.2.S,1097,Loughran,Hoffman,,0,med,DH on Fermi paradox and rebuilding the space-time headset,out_batch_07.psv,
r472c3,473,3,1,41,III.1,1098,Loughran,,theology;philosophy,0,high,uncreated to created Cs as unlimited to limited; perspective individuates,out_batch_07.psv,
r473c3,474,3,1,14,I.4,1099,Loughran,,sociology,1,med,to-do how to package and release the social self-assembly strategy,out_batch_07.psv,
r473c4,474,4,2,14,I.4.3,1100,Loughran,,sociology,1,med,step 1 gather a small community of public change-makers working in public harmony,out_batch_07.psv,
r473c5,474,5,3,36,I.4,1101,Loughran,,,1,high,task list: identify the team write the overview fund a conference,out_batch_07.psv,
r474c3,475,3,1,57,I.4,1102,Loughran,,sociology,1,med,to-do a fresh overview of RC from HIFNRCs through increasing particularity,out_batch_07.psv,
r475c3,476,3,1,28,II.4,1103,Loughran,Kallen,theology;sociology,1,high,to-do look up Horace Kallen on cultural pluralism with source URL,out_batch_07.psv,
r476c3,477,3,1,18,I.4.1,1104,Loughran,,,1,med,idea for a one-month guest sequence on RC as an encounter format,out_batch_07.psv,
r477c3,478,3,1,6,II.4,1105,apparatus,,sociology,0,high,bare source pointer to the social information processing theory entry,out_batch_07.psv,
r477c4,478,4,2,75,I.4.1,1106,UNKNOWN-quotation?,,computer science;sociology,0,med,quoted SIPT abstract on computer-mediated relational development over time,out_batch_07.psv,
r477c5,478,5,3,81,III.1.2,1107,Loughran,,computer science;philosophy;psychology,0,high,asks whether SIPT covers only a subset of modeling and computational shortcutting,out_batch_07.psv,
r477c7,478,7,4,228,III.1.2,1107,Loughran,Wolfram;Hawkins;Chollet,computer science;neuroscience;history,1,high,intelligence as shortcutting computational irreducibility with models drawn from history,out_batch_07.psv,
r477c11,478,11,5,159,III.2.A,1108,Loughran,,computer science;psychology,0,high,perception as abstraction is awareness; intelligent activity is conscious activity,out_batch_07.psv,
r477c14,478,14,6,118,III.1.3,1109,Loughran,,philosophy;psychology,0,high,stability against rival classifications is what we mean by true classifications,out_batch_07.psv,
r477c16,478,16,7,190,III.1,1110,Loughran,,computer science;theology,0,med,limited perspective drives computation toward the whole; personhood admits of degrees,out_batch_07.psv,
r478c3,479,3,1,43,III.1.3,1111,Loughran,Aquinas,theology;psychology,0,high,claims the preceding account of truth is the Aquinas account newly applied,out_batch_07.psv,
r478c4,479,4,2,92,III.1.3,1111,Loughran,Aquinas,theology,0,high,Aquinas two-tiered truth: artisan-to-thing and mind-to-thing correspondence,out_batch_07.psv,
r478c5,479,5,3,240,III.1.3,1111,Loughran,Aquinas,computer science;theology,0,high,dual sense of truth inside pCRm: reality self-created under less limited perspective,out_batch_07.psv,
r478c8,479,8,4,240,III.1.3,1111,Loughran,Aquinas,computer science;theology,0,high,exact duplicate of r478c5 on the dual sense of truth inside pCRm,out_batch_07.psv,
r479c3,480,3,1,14,III.2.SO,1112,Loughran,,physics;sociology,0,med,heads a row seeking motherboard analogues to social information processing,out_batch_07.psv,
r479c4,480,4,2,30,II.4,1113,apparatus,,physics,0,med,source pointer for a semiconductor primer on the basic unit of information processing,out_batch_07.psv,
r479c5,480,5,3,65,II.4,1113,UNKNOWN-quotation?,,physics;chemistry,0,med,quoted article text on n-type doping and the free fifth electron,out_batch_07.psv,
r479c6,480,6,4,79,II.4,1113,UNKNOWN-quotation?,,physics;chemistry,0,med,quoted article text on p-type doping and conducting holes,out_batch_07.psv,
r479c7,480,7,5,47,II.4,1113,UNKNOWN-quotation?,,physics,0,med,quoted article text on reverse bias widening the depletion zone,out_batch_07.psv,
r479c8,480,8,6,90,II.4,1113,UNKNOWN-quotation?,,physics,0,med,quoted article text on forward bias turning the junction into a conductor,out_batch_07.psv,
r479c9,480,9,7,32,II.4,1113,UNKNOWN-quotation?,,physics;computer science,0,med,quoted article close: billions of diodes back-to-back make a computer chip,out_batch_07.psv,
r479c10,480,10,8,112,III.2.SO,1114,Loughran,,sociology,0,high,asks what the social analogue of the one-bit switch and of circuitry would be,out_batch_07.psv,
r479c12,480,12,9,62,III.2.SO,1114,Loughran,,sociology,0,high,asks what social bias is: like-minded surround as forward bias for information flow,out_batch_07.psv,
r480c3,481,3,1,35,I.1,1115,Loughran,,,0,med,heads three quick introductions to the diagnosis RC answers,out_batch_07.psv,
r480c4,481,4,2,27,I.1,1115,Loughran,,,0,high,first framing: an information shitstorm drowning and polarizing us,out_batch_07.psv,
r480c5,481,5,3,56,I.1,1115,Loughran,MacIntyre,philosophy,0,high,second framing: the M disquieting suggestion that we lost a craft of being human,out_batch_07.psv,
r480c6,481,6,4,39,I.1,1115,Loughran,,computer science,0,high,third framing: an age of interface between hackable humanity and AI without guidance,out_batch_07.psv,
r480c7,481,7,5,45,I.1,1115,Loughran,,biology,0,med,all three point to the need for fundamental reform of how we define ourselves,out_batch_07.psv,
r480c8,481,8,6,46,I.1,1115,Loughran,,,0,med,the RC project promises a solution set and a blueprint for actionable hope,out_batch_07.psv,
r481c3,482,3,1,5,II.4,1116,apparatus,Rohr,,0,high,bare source pointer to a Richard Rohr email meditation,out_batch_07.psv,
r481c4,482,4,2,35,III.4,1117,Rohr,Rohr,theology,0,med,quoted RR on incarnating Christ as a woman in labor holding nothing back,out_batch_07.psv,
r482c3,483,3,1,28,I.1,1118,Loughran,,,0,low,heads a first-hand covid anecdote from a family funeral home owner,out_batch_07.psv,
r482c4,483,4,2,34,I.1,1118,UNKNOWN-testimony?,,history,0,low,reported testimony that this was the busiest month in 101 years of the funeral home,out_batch_07.psv,
r483c3,484,3,1,36,III.1.2,1119,Loughran,,computer science,0,med,heads a deep dive into model combination via machine learning ensembling,out_batch_07.psv,
r483c4,484,4,2,186,III.1.2,1119,Loughran,Wolfram,computer science;theology,1,high,intelligence as model creation and combination; models as shortcuts to the irreducible,out_batch_07.psv,
r483c7,484,7,3,59,III.1.2,1119,Loughran,,computer science,0,high,we constantly expand models toward a coherent grasp of our possibilities,out_batch_07.psv,
r483c8,484,8,4,57,III.1.2,1119,Loughran,,biology,0,high,combining models is aligning lenses; quantified in its results this is science,out_batch_07.psv,
r483c9,484,9,5,67,I.2,1120,Loughran,MacIntyre;Hegel;Marx,neuroscience;computer science;philosophy;history,0,high,M recaptured an algorithm for combining worldviews befitting a master science,out_batch_07.psv,
r483c10,484,10,6,172,I.2,1120,Loughran,MacIntyre,philosophy;sociology;history,0,high,RC advances M toward an enacted master science; ensembles need accurate diverse learners,out_batch_07.psv,
r483c13,484,13,7,186,II.4,1121,UNKNOWN-quotation?,,computer science,0,high,quoted article passage defining sequential and parallel ensemble methods,out_batch_07.psv,
r483c16,484,16,8,65,III.2.C,1122,Loughran,,computer science;sociology,0,med,ML priors likened to noncognitive cultural formation entering unassessed,out_batch_07.psv,
r484c3,485,3,1,282,III.1,1123,Loughran,,physics;computer science;theology,0,high,asks whether consciousness is stackable and whether our substrate is another Cs life,out_batch_07.psv,
r485c3,486,3,1,38,I.2,1124,Loughran,,philosophy,0,med,asks how dialectic functions as a master science guiding subordinate sciences,out_batch_07.psv,
r485c4,486,4,2,43,I.2,1124,Loughran,,,0,high,a master science must do work guiding subordinate sciences or it is useless,out_batch_07.psv,
r485c5,486,5,3,112,I.2.2,1125,Loughran,Kuhn,biology;philosophy,0,high,external wisdom fits revolutionary shifts from crises rather than normal science,out_batch_07.psv,
r485c8,486,8,4,44,I.2.2,1125,Loughran,Kuhn,philosophy,0,high,on Kuhn there is no progress toward a goal only a better set of solvable puzzles,out_batch_07.psv,
r485c9,486,9,5,87,I.2.3,1126,Loughran,MacIntyre;Aquinas;Aristotle;Kuhn,history;philosophy,0,high,truth as regulative ideal tested retrospectively once rival perspectives mature,out_batch_07.psv,
r486c3,487,3,1,13,III.1,1127,Loughran,,,0,med,heads a row on pCRm objectivity and truth,out_batch_07.psv,
r486c4,487,4,2,208,I.2.1,1128,Loughran,Kuhn,philosophy,0,high,inherited language and craft constrain and empower inquiry from inside a tradition,out_batch_07.psv,
r486c7,487,7,3,54,III.1,1129,Loughran,,physics,0,high,asks what constrains inquiry once external physical reality is dropped under pCRm,out_batch_07.psv,
r486c8,487,8,4,65,III.1,1129,Loughran,,physics,0,high,other perspectives and shared language as candidate constraints on inquiry,out_batch_07.psv,
r486c9,487,9,5,178,III.1,1129,Loughran,Hawkins,physics;neuroscience,0,high,what we are aware of may arrive noncognitively from other conscious agents,out_batch_07.psv,
r486c11,487,11,6,158,III.1,1129,Loughran,,physics;psychology,0,high,perspectives compose both ways; QM gaps as what the feeding perspective lacks,out_batch_07.psv,
r486c13,487,13,7,173,III.1,1129,Loughran,,,0,med,what it is for one perspective to feed another; the rabbit and breeder case,out_batch_07.psv,
r486c15,487,15,8,90,III.1.1,1130,Loughran,,,0,high,the apparently nonpersonal physical world as the agency of larger perspectives,out_batch_07.psv,
r486c16,487,16,9,73,III.1,1131,Loughran,,,0,med,communication that outstrips our grasp still constrains us perspectivally,out_batch_07.psv,
r486c17,487,17,10,87,III.2.X,1132,Loughran,Hawkins,neuroscience;theology,0,med,columns as analogy for our being part of a higher perspective's single life,repass_NB,
r486c18,487,18,11,43,III.1,1133,Loughran,,,0,high,the short version: it is perspectives not turtles all the way down,out_batch_07.psv,
r486c19,487,19,12,77,III.1.1,1134,Loughran,Wolfram,physics;computer science,0,high,a network of conscious agents replaces physicalism and inverts the hard problem,out_batch_07.psv,
r487c3,488,3,1,48,III.4,1135,Loughran,,,1,med,to-do sort the considerations pointing to unity among conscious agents as the goal,out_batch_07.psv,
r487c4,488,4,2,13,III.4,1135,Loughran,,computer science,0,med,in HIFNRCs unity answers questions about differences and populates the computation base,out_batch_07.psv,
r488c3,489,3,1,28,III.3,1136,Loughran,,,0,med,heads a point about rights and which standards to appeal to,out_batch_07.psv,
r488c4,489,4,2,82,III.3,1136,Loughran,,sociology;history,0,high,rights as needs everyone should favor securing judged from mature members perspectives,out_batch_07.psv,
r489c3,490,3,1,110,I.4.2,1137,Loughran,Plato;Thucydides;Wright,philosophy;history,1,med,a lost craft of rhetoric behind funding a new science of dialectic,out_batch_07.psv,
r489c4,490,4,2,110,I.4.1,1138,Loughran,Plomin,computer science;sociology;economics,0,high,funding path to AI-assisted intelligent tutoring within and across traditions,out_batch_07.psv,
r489c5,490,5,3,194,I.4.1,1138,Loughran,,computer science;sociology;theology,0,high,GAN and mature-member-weighted nets producing tradition-bound computational rhetoric,out_batch_07.psv,
r489c8,490,8,4,160,I.4.1,1138,Loughran,,sociology;economics,0,high,business model: an environment to learn to think like or argue with another tradition,out_batch_07.psv,
r489c10,490,10,5,78,I.4.2,1139,Loughran,Gorgias,sociology;history;economics,0,high,marketing pitch for Gorgias as a rhetoric platform monetized like online genealogy,out_batch_07.psv,
r489c11,490,11,6,117,I.4.2,1139,Loughran,Plato;Callicles,sociology,0,high,what keeps the rhetoric platform from producing a Callicles and endangering democracy,out_batch_07.psv,
r489c13,490,13,7,62,I.4.2,1139,Loughran,Gorgias;Socrates,,0,med,acronym work on GORGIAS as an interface for aspiring sophists,out_batch_07.psv,
r489c14,490,14,8,49,I.4.1,1140,Loughran,Socrates,sociology,0,low,acronym scratchpad for SOCRATES as a socially rational engagement space,out_batch_07.psv,
r490c3,491,3,1,30,I.4,1141,Loughran,,economics;sociology,0,med,funding ramp from seed to project to institute to public-private enterprise,out_batch_07.psv,
r490c4,491,4,2,10,I.4.2,1142,Loughran,,computer science;sociology,0,high,GORGIAS defined as AI-assisted rhetoric sharpening across traditions,out_batch_07.psv,
r490c5,491,5,3,10,I.4.1,1143,Loughran,,computer science,0,high,SOCRATES defined as a controlled experiment in mature member interaction,out_batch_07.psv,
r491c3,492,3,1,131,III.2.SO,1144,Loughran,,sociology,0,med,how to cast a HIFNRC mesh over existing US representative structures,out_batch_07.psv,
r491c4,492,4,2,284,III.2.SO,1144,Loughran,,computer science;sociology;economics,0,high,a social business that propositionalizes a platform and reports metrics to its clients,out_batch_07.psv,
r491c7,492,7,3,16,III.2.SO,1144,Loughran,,sociology,0,med,such a community suits the AwareComm technology publishing product,out_batch_07.psv,
r492c3,493,3,1,8,II.4,1145,apparatus,French,theology,0,med,bare pointer to David French on the January 6 Christian insurrection,out_batch_07.psv,
r493c3,494,3,1,23,III.2.P,1146,Loughran,,,1,med,note on courage and facing fear heading a list of ten steps,out_batch_07.psv,
r493c4,494,4,2,38,II.3,1147,Loughran,Hoffman;Hawkins;Snead,,1,high,ten-item outreach list from the 50 pager to Fetzer and Michelle Joyce,out_batch_07.psv,
r494c3,495,3,1,53,III.1,1148,Loughran,Hoffman;Pasulka,,0,med,notes Pasulka skepticism of DH and her possible sympathy for the CRm view,out_batch_07.psv,
r494c4,495,4,2,70,III.1,1148,Loughran,Pasulka,,0,high,contrasts the DWP near-realism about the senses with the advantages of pCRm,out_batch_07.psv,
r494c5,495,5,3,338,III.1.3,1149,Loughran,Aquinas,physics;computer science;psychology,0,high,two-way causality of truth and how pCRm answers relativity and observer-dependence,out_batch_07.psv,
r494c9,495,9,4,189,III.2.I,1150,Loughran,,computer science;theology;psychology,0,high,information as conscious states; perceived flow of computation is the measure of time,out_batch_07.psv,
r494c12,495,12,5,79,III.2.X,1151,Loughran,Hawkins,physics;sociology,0,high,voting all the way down: QM observation column voting and tradition encounter,repass_NB,
r495c3,496,3,1,45,I.2,1152,Loughran,Godel;Chaitin,computer science;philosophy,0,med,dialectic in mathematics via Chaitin on Godel recast in information theory,out_batch_07.psv,
r495c4,496,4,2,130,I.2.2,1153,Chaitin,Godel;Riemann,physics,0,med,quoted Chaitin on adopting new axioms for usefulness as physics does,out_batch_07.psv,
r495c5,496,5,3,209,I.2.2,1153,Godel,,physics,0,high,quoted Godel on inductive verification of axioms by fruitfulness in consequences,out_batch_07.psv,
r495c7,496,7,4,73,I.2.2,1153,Godel,,physics;computer science,0,high,quoted Godel on fruitfulness in mathematics and physics as a criterion of truth,out_batch_07.psv,
r495c8,496,8,5,214,I.2.2,1153,Godel,Russell,physics;psychology,0,high,quoted Godel on Russell: axioms justified as in physics by what they let us deduce,out_batch_07.psv,
r495c10,496,10,6,56,I.2.2,1153,Weyl,,physics,0,med,quoted Weyl that mathematics should be as cautious about foundations as physics,out_batch_07.psv,
r495c11,496,11,7,35,I.2.2,1153,Loughran,,,0,high,fruitfulness as a truth criterion requires deducing consequences across disciplines,out_batch_07.psv,
r495c12,496,12,8,141,II.4,1154,Loughran,Riemann;Chaitin,physics,0,high,reading notes on the Riemann zeta hypothesis from a Quanta video,out_batch_07.psv,
r496c3,497,3,1,98,II.4,1155,Loughran,Plomin,biology,0,high,heads the Plomin Blueprint notes with a caveat that the book is much challenged,out_batch_07.psv,
r496c4,497,4,2,76,II.4,1155,Loughran,Plomin,biology,0,high,the Plomin claim that DNA is the only stable lasting source of who we are,out_batch_07.psv,
r496c5,497,5,3,58,II.4,1155,Loughran,,biology;psychology,0,med,psychological traits about 50 percent heritable with an aside on what cultures do,out_batch_07.psv,
r496c6,497,6,4,77,II.4,1155,Loughran,,biology,0,high,heritability defined over the 1 percent of SNPs that differ between us,out_batch_07.psv,
r496c7,497,7,5,85,II.4,1155,Loughran,,physics;biology,0,high,heritability of body weight and breast cancer varies with environment,out_batch_07.psv,
r496c8,497,8,6,63,II.4,1155,Loughran,,biology,0,high,environment in genetics means non-heritable which differs from behavioral usage,out_batch_07.psv,
r496c9,497,9,7,142,II.4,1155,Loughran,,biology,0,high,variance covariance and correlation with twin study weight heritability figures,out_batch_07.psv,
r496c11,497,11,8,83,II.4,1155,Loughran,,biology,0,high,heritability rises during development; adopted children correlate near zero,out_batch_07.psv,
r496c12,497,12,9,91,II.4,1155,Loughran,Plomin,biology,0,med,why RP stresses DNA: the other 40 percent resists any easy nurture explanation,out_batch_07.psv,
r496c13,497,13,10,88,II.4,1155,Loughran,,biology,0,high,review of 18K traits gives average heritability 50 percent; effect size explained,out_batch_07.psv,
r496c14,497,14,11,80,II.4,1155,Loughran,,biology,0,high,50 percent heritability is an off-the-scale effect size against usual benchmarks,out_batch_07.psv,
r496c15,497,15,12,165,I.4.1,1156,Loughran,,biology;computer science,0,high,no culture education or intelligent tutoring built well without genetic personalization,out_batch_07.psv,
r496c17,497,17,13,190,II.4,1157,Loughran,,biology,1,high,nature of nurture: half of environmental effects explained genetically; confirm this,out_batch_07.psv,
r496c19,497,19,14,177,II.4,1157,Loughran,Plomin,biology;computer science,0,high,Ch 4 heritability of general cognitive ability rises across development,out_batch_07.psv,
r496c21,497,21,15,120,II.4,1157,Loughran,,biology,0,high,genetic amplification: heritability of intelligence snowballs toward age 65,out_batch_07.psv,
r496c23,497,23,16,173,II.4,1157,Loughran,,biology;psychology;theology,0,high,Ch 5 abnormal is normal; disorders are extremes of quantitative dimensions,out_batch_07.psv,
r496c25,497,25,17,84,II.4,1157,Loughran,,biology,0,high,use dimensions not disorders; no qualitative normal-abnormal distinction,out_batch_07.psv,
r496c26,497,26,18,299,II.4,1157,Loughran,,biology;neuroscience;sociology,0,high,Ch 6 generalist genes cluster across psychopathologies and cognitive abilities,out_batch_07.psv,
r496c29,497,29,19,370,II.4,1157,Loughran,,biology;sociology,0,high,Ch 7 shared family environment does not explain sibling differences,out_batch_07.psv,
r496c32,497,32,20,133,II.4,1157,Loughran,,biology;sociology,0,high,Ch 8 religious and political belief the lone shared-environment exception,out_batch_07.psv,
r496c33,497,33,21,3,X.2,1158,apparatus,,,0,high,three-word chapter header with no content of its own,out_batch_07.psv,
r497c3,498,3,1,12,II.4,1159,Loughran,Plomin,biology,0,high,heads part two of the Blueprint notes on the DNA revolution,out_batch_07.psv,
r497c4,498,4,2,110,II.4,1159,Loughran,,biology,0,high,Ch 10 DNA basics: introns SNP counts and what is actually inherited,out_batch_07.psv,
r497c5,498,5,3,121,II.4,1159,Loughran,,biology;psychology;economics,0,high,SNP microarrays and genome-wide association studies kicked off the DNA revolution,out_batch_07.psv,
r497c7,498,7,4,108,II.4,1159,Loughran,,biology,0,high,Ch 11 gene hunting found no single gene above 1 percent; polygenic scores needed,out_batch_07.psv,
r497c9,498,9,5,77,II.4,1159,Loughran,Plomin,biology,0,high,Ch 12 polygenic score repositories open the age of individual behavioral genetics,out_batch_07.psv,
r497c10,498,10,6,132,II.4,1159,Loughran,,biology,0,high,Ch 13 predicting who we are with polygenic scores and the to-know question,out_batch_07.psv,
r498c3,499,3,1,12,III.3,1160,Loughran,Plomin,biology,1,med,stub promising reflections on Blueprint beginning with free will,out_batch_07.psv,
r499c3,500,3,1,16,III.2.SO,1161,Loughran,,sociology;economics,0,high,source pointer for the GameStop Robinhood Reddit market event,out_batch_07.psv,
r499c4,500,4,2,74,III.2.SO,1161,Loughran,,sociology;economics,0,high,reads the Reddit action as ordinary people moving money from the super rich,out_batch_07.psv,
r499c5,500,5,3,11,III.2.SO,1161,Loughran,,sociology;economics,0,med,Robinhood restricts trading and sides with the rich,out_batch_07.psv,
r499c6,500,6,4,239,III.2.SO,1161,Loughran,,sociology;economics,0,high,predicts capitalism reformed by traders backing socially governed businesses,out_batch_07.psv,
r500c3,501,3,1,9,II.4,1162,apparatus,Levin;Carroll,biology,0,high,pointer to the Sean Carroll Mindscape interview with Michael Levin,out_batch_07.psv,
r500c4,501,4,2,36,III.2.N,1163,Loughran,Levin,biology,0,med,gap junctions merge cells into one larger self; no cell rung so filed at N,repass_NB,
r500c5,501,5,3,36,III.2.N,1163,Loughran,Levin,biology,0,med,cancer as collapse of the gap-junction self back into plural cells,repass_NB,
r500c6,501,6,4,56,III.2.N,1163,Loughran,Levin;Carroll,biology,0,med,bioelectric environment as software sitting above genetic hardware,repass_NB,
r500c7,501,7,5,139,III.2.N,1163,Loughran,Levin,biology;computer science;philosophy,0,med,biology and CS both study information processing; ethics of hybrid agents,repass_NB,
r501c3,502,3,1,36,III.1.2,1164,Loughran,,theology,0,high,model creation as adapting to input without recall; abduction perfected,out_batch_07.psv,
r502c3,503,3,1,27,II.3,1165,Loughran,Snead;Shapiro,,0,med,heads an SMS exchange with Pat Mooney on the Snead book and the Shapiro review,out_batch_07.psv,
r502c4,503,4,2,73,III.3,1166,Loughran,MacIntyre,,0,high,not so hard on expressive individualism; would harmonize it with MacIntyre,out_batch_07.psv,
r502c6,503,6,3,52,III.3,1166,Loughran,MacIntyre,,0,high,expressivism and M teleology each lead to the other and neither stands alone,out_batch_07.psv,
r502c8,503,8,4,272,III.3,1166,Loughran,MacIntyre;Kraut,computer science;philosophy;sociology,0,high,a fully expressivist and fully teleological account: computational natural law,out_batch_07.psv,
r502c13,503,13,5,247,I.2,1167,Loughran,Aquinas;Aristotle;MacIntyre,computer science;theology;sociology,0,high,the master science argument and the call to actually run M algorithm as an experiment,out_batch_07.psv,
r503c3,504,3,1,17,III.1,1168,Loughran,,theology,0,med,God as pure act rendered created substance through limited imitative particularity,out_batch_07.psv,
r504c3,505,3,1,8,II.3,1169,Loughran,Panoff,,1,high,to-do send Bob Panoff a 50-page abstract of RC,out_batch_07.psv,
r505c3,506,3,1,3,X.2,1170,apparatus,,,0,high,three-word in-sheet label naming the two platforms,out_batch_07.psv,
r506c3,507,3,1,18,II.4,1171,apparatus,Solms,neuroscience,0,high,pointer to the Mark Solms lecture on the source of consciousness,out_batch_07.psv,
r506c4,507,4,2,71,III.1.1,1172,Loughran,Solms;Chalmers;Friston,neuroscience,0,high,Solms against Chalmers: for affect an account of function is an account of experience,out_batch_07.psv,
r506c5,507,5,3,55,III.2.N,1173,Loughran,Solms,neuroscience;psychology,0,med,raw affect restores homeostasis where no cognitive analogue is available,repass_NB,
r506c6,507,6,4,190,III.1,1174,Loughran,Wolfram;Weinstein,physics;computer science;theology,0,high,created perspective as an abstractable element of uncreated conscious dynamism,out_batch_07.psv,
r507c3,508,3,1,38,II.4,1175,Loughran,Hawkins;Dawkins,neuroscience,1,high,heads notes on Hawkins 1000 Brains with a to-do to get the slide pdf,out_batch_07.psv,
r507c4,508,4,2,177,III.2.B,1176,Loughran,Hawkins;Mountcastle,neuroscience,0,high,150k columns of 100k neurons on one shared algorithm; wiring differentiates,repass_NB,
r508c3,509,3,1,24,II.4,1177,Loughran,Hawkins,neuroscience,1,high,to-do summarize Mistakes Were Made and relate it to 1000 Brains,out_batch_07.psv,
r509c3,510,3,1,19,II.4,1178,Loughran,Hawkins,neuroscience,0,med,heads the second batch of 1000 Brains notes on prediction,out_batch_07.psv,
r509c4,510,4,2,30,III.2.N,1179,Loughran,Hawkins,neuroscience,0,med,the whole brain predicts; tie it to constant self-justification theory,repass_NB,
r509c5,510,5,3,92,III.2.N,1179,Loughran,Hawkins,neuroscience,0,med,entorhinal and hippocampal place and grid cells ground the predictive algorithm,repass_NB,
r509c6,510,6,4,144,III.2.N,1179,Loughran,Hawkins,neuroscience;philosophy,0,med,thought is brain activity; on pCRm brain activity is equally thought,repass_NB,
r509c8,510,8,5,48,I.3.2,1180,Loughran,Hawkins,computer science,1,med,constraint satisfaction as what makes a theory likely; solved problems as constraints,out_batch_07.psv,
r509c9,510,9,6,256,III.2.B,1181,Loughran,Hawkins,neuroscience,0,high,summary of 1000 brains: 150k independent model constructors and sparseness,repass_NB,
r509c12,510,12,7,142,III.1.2,1182,Loughran,Hawkins,biology;computer science;theology,0,high,Hawkins on why current AI is not intelligent and when real AI would be conscious,out_batch_07.psv,
r510c3,511,3,1,32,I.4.3,1183,Loughran,,,0,med,names three large institutional reforms he has led on campuses,out_batch_07.psv,
r510c4,511,4,2,19,I.4.3,1183,Loughran,,sociology,1,high,to-do pull lessons from each reform and apply to the Center for Community Networks,out_batch_07.psv,
r510c5,511,5,3,46,I.4.3,1183,Loughran,,,0,med,the UP core curriculum reform: an accreditation crisis surfaced battles and alliances,out_batch_07.psv,
r510c6,511,6,4,54,I.4.3,1183,Loughran,,economics,0,med,the ND ISTEM community built around an existing craft and a business model,out_batch_07.psv,
r510c7,511,7,5,13,I.4.3,1183,Loughran,,sociology,0,med,NDeRC lesson: grad student inclusion and invitation into a community,out_batch_07.psv,
r510c8,511,8,6,19,I.4.3,1183,Loughran,,sociology;economics,0,med,CE3 lesson: transfer and mission-focused community paradigms via BOSCO,out_batch_07.psv,
r510c9,511,9,7,10,I.4.3,1183,Loughran,,,0,med,reform lessons: the need for information and for funding early rather than late,out_batch_07.psv,
r511c3,512,3,1,42,II.4,1184,Loughran,Howard Bloom,biology;sociology;history,1,high,Howard Bloom Global Brain on one uniform pattern of networked growth,out_batch_07.psv,
r511c4,512,4,2,46,III.2.X,1185,Loughran,Howard Bloom,physics;biology;sociology;history,0,high,five-element pattern claimed to work in physics biology sociology and history,repass_NB,
r511c5,512,5,3,37,II.4,1186,Loughran,Howard Bloom;Plato,philosophy,1,med,critical note that Bloom misreads Plato; to-do get an account of Laws and Statesman,out_batch_07.psv,
r511c6,512,6,4,47,I.1,1187,Loughran,Howard Bloom,sociology;history,0,high,Bloom Ch 19 on spartanizing fundamentalism as a response to crisis,out_batch_07.psv,
r512c3,513,3,1,41,III.2.C,1188,Loughran,Wildcat,sociology,0,med,the Wildcat formula: culture community communication constrained by the Earth,out_batch_07.psv,
r512c4,513,4,2,32,III.2.C,1188,Loughran,Wildcat,sociology,0,med,Wildcat indigenuity as solving problems from Earth-based deep spatial knowledge,out_batch_07.psv,
r512c5,513,5,3,27,I.2,1189,Loughran,Aquinas;Plato;Wildcat,philosophy,0,high,dialectical wholistic engagement present in indigenous cultures and in Plato,out_batch_07.psv,
r512c6,513,6,4,14,I.4.3,1190,Loughran,Jorgensen,sociology,1,med,wholistic community technologies listed with a blank left to fill,out_batch_07.psv,
r513c3,514,3,1,35,II.4,1191,Loughran,Klein;Altman,computer science;sociology;psychology,1,med,pointer to Ezra Klein on the alignment problem with the author name left blank,out_batch_07.psv,
r513c4,514,4,2,40,III.2.N,1192,Loughran,,neuroscience;computer science,0,high,dopamine as temporal difference learning updating predictions,repass_NB,
r514c3,515,3,1,77,I.4.2,1193,Loughran,,theology,1,high,whether he can be publicly Catholic given how his praxis would scandalize his audience,out_batch_07.psv,
r514c4,515,4,2,64,I.4.2,1193,Loughran,Francis,theology;sociology,0,high,list of private divergences from traditional Catholic sensibility,out_batch_07.psv,
r514c5,515,5,3,18,I.4.2,1193,Loughran,,,0,high,list of public divergences including possible pCRm advocacy,out_batch_07.psv,
r514c6,515,6,4,62,I.4.2,1193,Loughran,,sociology,0,high,weighs how far risk of scandal should figure in his public and private acts,out_batch_07.psv,
r514c7,515,7,5,159,I.4.2,1193,Loughran,Aquinas,theology,0,high,should he collaborate publicly on questions that unsettle how a Catholic thinks,out_batch_07.psv,
r514c9,515,9,6,72,I.4.2,1193,Loughran,,theology,0,high,Romans on blasphemy among the gentiles: silence itself may be the scandal,out_batch_07.psv,
r514c10,515,10,7,157,I.1,1194,Loughran,Francis,theology;sociology,0,med,names four scandals of contemporary Catholicism including easy politicalization,out_batch_07.psv,
r514c12,515,12,8,124,I.4.2,1195,Loughran,Rohr;Francis,theology;sociology,0,high,whether to critique from outside with a trigger warning and cite influences up front,out_batch_07.psv,
r515c3,516,3,1,20,II.4,1196,apparatus,Edmonds-Allen,theology,0,high,pointer to a Covenant Pluralism talk at the ND Religious Pluralism Conference,out_batch_07.psv,
r515c4,516,4,2,61,I.4.3,1197,Loughran,Rivers,theology,1,high,mine this conference for leaders who articulate and exchange whole perspectives,out_batch_07.psv,
r515c5,516,5,3,20,II.2,1198,Loughran,Cook,theology,0,med,roster entry for Elder Quentin Cook of the Latter-Day Saints,out_batch_07.psv,
